id,submission_date,state,tot_cases,conf_cases,prob_cases,new_case,pnew_case,tot_death,conf_death,prob_death,new_death,pnew_death,created_at,consent_cases,consent_deaths
0,2020-12-08,NM,109947,,,0,0.0,1756,,,0,0.0,12/09/2020 02:45:40 PM,,Not agree
1,2020-08-29,SD,12942,,,425,0.0,167,165.0,2.0,2,0.0,08/30/2020 02:49:52 PM,,Agree
2,2020-11-06,SD,52639,,,1488,73.0,510,476.0,34.0,28,3.0,11/07/2020 02:45:17 PM,,Agree
3,2020-09-21,MP,69,69.0,0.0,0,0.0,2,2.0,0.0,0,0.0,09/22/2020 01:51:57 PM,Agree,Agree
4,2020-06-28,PA,85988,83529.0,2459.0,492,13.0,6614,,,8,4.0,06/29/2020 02:37:31 PM,Agree,Not agree
5,2021-03-28,NM,191048,,,161,0.0,3925,,,0,0.0,03/29/2021 01:48:56 PM,,Not agree
6,2021-03-19,NY,981148,,,3693,0.0,18528,,,28,0.0,03/20/2021 02:03:21 PM,Not agree,Not agree
7,2020-01-29,MA,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
8,2020-09-26,PW,0,,,0,0.0,0,,,0,0.0,09/27/2020 01:39:49 PM,,
9,2020-05-16,AS,0,,,0,0.0,0,,,0,0.0,05/17/2020 03:27:46 PM,,
10,2020-09-08,PW,0,,,0,0.0,0,,,0,0.0,09/09/2020 01:47:50 PM,,
11,2020-08-06,TX,467485,,,7598,0.0,11177,,,229,0.0,08/07/2020 12:00:00 AM,Not agree,Not agree
12,2020-10-19,MA,151370,141474.0,9896.0,827,0.0,9740,9532.0,208.0,15,0.0,10/20/2020 02:59:27 PM,Agree,Agree
13,2021-01-27,NYC,592471,508530.0,83941.0,6182,1473.0,26858,21887.0,4971.0,93,26.0,01/28/2021 02:49:07 PM,Agree,Agree
14,2020-05-04,MP,14,14.0,0.0,0,0.0,2,2.0,0.0,0,0.0,05/05/2020 05:25:08 PM,Agree,Agree
15,2020-06-07,PW,0,,,0,0.0,0,,,0,0.0,06/08/2020 02:55:08 PM,,
16,2021-01-09,AR,251746,,,2886,735.0,4010,,,44,10.0,01/10/2021 04:10:55 PM,Not agree,Not agree
17,2020-03-15,MA,164,,,55,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
18,2020-07-14,SD,7572,,,48,0.0,109,108.0,1.0,0,0.0,07/15/2020 03:05:12 PM,,Agree
19,2020-12-18,IA,264758,,,2200,609.0,3451,,,0,0.0,12/19/2020 02:42:31 PM,Not agree,Not agree
20,2021-03-20,RMI,4,4.0,0.0,0,0.0,0,0.0,0.0,0,0.0,03/21/2021 01:54:01 PM,Agree,Agree
21,2020-04-27,OK,4004,,,57,0.0,226,226.0,0.0,9,0.0,04/12/2021 06:02:00 PM,Not agree,Agree
22,2020-11-07,SD,53976,,,1337,242.0,523,486.0,37.0,13,3.0,11/08/2020 02:40:34 PM,,Agree
23,2020-06-05,RMI,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,06/06/2020 02:31:37 PM,Agree,Agree
24,2020-05-26,AS,0,,,0,0.0,0,,,0,0.0,05/27/2020 03:37:59 PM,,
25,2020-12-01,HI,17751,,,43,0.0,242,,,0,0.0,12/02/2020 03:48:48 PM,Not agree,Not agree
26,2020-09-15,RMI,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,09/16/2020 01:53:41 PM,Agree,Agree
27,2021-04-01,UT,386128,386128.0,0.0,487,0.0,2125,2065.0,60.0,3,1.0,04/02/2021 01:56:15 PM,Agree,Agree
28,2021-04-11,HI,29787,,,89,0.0,468,,,0,0.0,04/12/2021 01:39:29 PM,Not agree,Not agree
29,2021-03-06,WV,133290,106513.0,26777.0,326,72.0,2323,,,5,-3.0,03/07/2021 02:51:40 PM,Agree,Not agree
30,2020-12-06,AK,35720,,,757,0.0,142,,,0,0.0,12/07/2020 02:38:33 PM,,
31,2021-03-01,AR,322509,,,94,-4.0,5250,,,7,1.0,03/02/2021 02:54:47 PM,Not agree,Not agree
32,2021-03-27,GA,1054430,848859.0,205571.0,1410,356.0,18926,16487.0,2439.0,77,7.0,03/28/2021 01:52:27 PM,Agree,Agree
33,2021-03-02,AR,322949,,,440,215.0,5254,,,4,-4.0,03/03/2021 03:20:17 PM,Not agree,Not agree
34,2020-08-05,IA,46659,,,614,0.0,899,,,12,0.0,08/06/2020 02:12:27 PM,Not agree,Not agree
35,2020-03-09,NYC,17,,,5,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
36,2020-11-03,MP,96,96.0,0.0,0,0.0,2,2.0,0.0,0,0.0,11/04/2020 03:03:00 PM,Agree,Agree
37,2021-03-31,MP,159,159.0,0.0,0,0.0,2,2.0,0.0,0,0.0,04/01/2021 02:13:30 PM,Agree,Agree
38,2020-07-02,HI,956,,,28,0.0,18,,,0,0.0,07/03/2020 11:01:33 AM,Not agree,Not agree
39,2021-01-05,NYC,462668,405805.0,56863.0,5299,1171.0,25363,20521.0,4842.0,54,16.0,01/06/2021 02:58:26 PM,Agree,Agree
40,2020-09-07,WV,11575,11368.0,207.0,163,9.0,247,,,1,0.0,09/08/2020 02:47:00 PM,Agree,Not agree
41,2021-04-24,MA,649210,639314.0,9896.0,1386,0.0,17401,17193.0,208.0,12,0.0,04/25/2021 01:42:01 PM,Agree,Agree
42,2020-08-21,KS,36856,35895.0,961.0,966,13.0,419,,,8,0.0,08/22/2020 02:21:09 PM,Agree,
43,2020-11-27,KS,153021,132785.0,20236.0,5224,588.0,1529,,,26,5.0,11/28/2020 02:46:47 PM,Agree,
44,2020-01-29,HI,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree
45,2020-12-28,AS,3,,,0,0.0,0,,,0,0.0,12/29/2020 02:56:32 PM,,
46,2020-01-23,FL,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree
47,2020-10-29,NM,44904,,,1078,0.0,994,,,3,0.0,10/30/2020 01:37:23 PM,,Not agree
48,2020-09-06,UT,55347,54878.0,469.0,341,3.0,421,421.0,0.0,1,0.0,09/07/2020 01:37:36 PM,Agree,Agree
49,2020-08-21,NYC,232789,228144.0,4645.0,217,0.0,23646,19014.0,4632.0,5,-2.0,08/22/2020 02:21:09 PM,Agree,Agree
50,2020-07-16,WV,4657,4535.0,122.0,100,4.0,99,,,1,0.0,07/17/2020 02:31:01 PM,Agree,Not agree
51,2021-03-01,MP,143,143.0,0.0,0,0.0,2,2.0,0.0,0,0.0,03/02/2021 02:54:47 PM,Agree,Agree
52,2020-03-12,PR,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
53,2020-09-19,FL,673194,,,3510,339.0,13287,,,62,9.0,09/20/2020 01:53:10 PM,Not agree,Not agree
54,2020-03-20,RMI,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
55,2020-05-03,PW,0,,,0,0.0,0,,,0,0.0,05/04/2020 10:49:24 PM,,
56,2020-08-11,OH,102826,97373.0,5453.0,1095,80.0,3708,3435.0,273.0,35,5.0,08/12/2020 01:50:14 PM,Agree,Agree
57,2020-10-07,PA,166552,160772.0,5780.0,1309,127.0,8272,,,28,-16.0,10/08/2020 01:56:57 PM,Agree,Not agree
58,2020-06-13,PA,78462,76237.0,2225.0,0,0.0,6211,,,0,0.0,06/14/2020 02:19:43 PM,Agree,Not agree
59,2020-01-26,UT,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
60,2020-04-15,IA,1995,,,96,,53,,,4,,04/15/2020 04:22:39 PM,Not agree,Not agree
61,2021-01-16,OH,821507,725111.0,96396.0,7065,1596.0,10135,9080.0,1055.0,78,28.0,01/17/2021 03:43:14 PM,Agree,Agree
62,2021-02-14,AR,313028,,,466,33.0,5265,,,13,2.0,02/15/2021 02:46:24 PM,Not agree,Not agree
63,2021-04-22,KS,307127,248485.0,58642.0,244,-198.0,4961,,,0,-1.0,04/23/2021 01:57:50 PM,Agree,
64,2021-01-02,PA,657292,589213.0,68079.0,9253,1300.0,16239,,,25,23.0,01/03/2021 02:53:25 PM,Agree,Not agree
65,2020-06-06,RMI,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,06/07/2020 02:23:35 PM,Agree,Agree
66,2021-03-08,PA,950161,815901.0,134260.0,1518,157.0,24356,,,7,6.0,03/09/2021 02:47:41 PM,Agree,Not agree
67,2020-03-25,OH,704,,,140,,10,,,2,,03/26/2020 04:22:39 PM,Agree,Agree
68,2020-12-19,MA,316824,306928.0,9896.0,3995,0.0,11613,11405.0,208.0,47,0.0,12/20/2020 02:32:33 PM,Agree,Agree
69,2020-07-31,OH,91159,86333.0,4826.0,1533,62.0,3489,3222.0,267.0,47,2.0,08/01/2020 02:38:12 PM,Agree,Agree
70,2021-01-19,SD,105786,,,127,15.0,1667,1346.0,321.0,0,0.0,01/20/2021 02:44:03 PM,,Agree
71,2020-02-19,UT,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
72,2020-06-21,PA,82186,79859.0,2327.0,456,2.0,6426,,,3,-2.0,06/22/2020 03:24:02 PM,Agree,Not agree
73,2020-10-08,TN,209447,200103.0,9344.0,1992,294.0,2705,2591.0,114.0,63,2.0,10/09/2020 01:43:36 PM,Agree,Agree
74,2020-07-30,KS,26870,26327.0,543.0,0,0.0,349,,,0,0.0,07/31/2020 02:35:06 PM,Agree,
75,2020-09-27,SD,21541,,,408,0.0,218,216.0,2.0,0,0.0,09/28/2020 01:50:59 PM,,Agree
76,2020-01-26,PR,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
77,2021-01-14,TN,670482,576406.0,94076.0,4983,1196.0,8232,6909.0,1323.0,84,31.0,01/15/2021 02:46:04 PM,Agree,Agree
78,2020-02-11,NYC,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
79,2021-02-11,OK,423415,335429.0,87986.0,844,282.0,6275,5333.0,942.0,22,3.0,02/12/2021 12:00:00 AM,Agree,Agree
80,2020-02-23,NY,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree
81,2021-03-10,OH,983486,839391.0,144095.0,1868,712.0,17825,17825.0,0.0,0,0.0,03/11/2021 03:36:21 PM,Agree,Agree
82,2020-06-07,OK,8569,,,143,0.0,377,377.0,0.0,3,0.0,06/08/2020 12:00:00 AM,Not agree,Agree
83,2020-04-11,MA,23918,,,3073,,692,,,93,,04/10/2020 04:22:39 PM,Agree,Agree
84,2020-04-24,FL,29707,,,864,0.0,1046,,,59,0.0,05/25/2020 03:38:40 PM,Not agree,Not agree
85,2020-09-24,GA,327158,309468.0,17690.0,1608,206.0,6822,6822.0,0.0,49,0.0,09/25/2020 09:54:10 AM,Agree,Agree
86,2020-05-08,TN,14512,14441.0,71.0,346,1.0,241,241.0,0.0,4,0.0,05/09/2020 09:26:08 PM,Agree,Agree
87,2020-08-09,GA,221951,214506.0,7445.0,3162,31.0,4199,4199.0,0.0,13,0.0,08/10/2020 10:23:35 AM,Agree,Agree
88,2020-11-03,PA,214871,204363.0,10508.0,2875,276.0,8855,,,32,9.0,11/04/2020 03:03:00 PM,Agree,Not agree
89,2020-12-03,GA,487978,433353.0,54625.0,5839,1466.0,9648,8879.0,769.0,81,32.0,12/04/2020 03:00:59 PM,Agree,Agree
90,2020-11-02,UT,117706,117706.0,0.0,1196,0.0,614,607.0,7.0,0,0.0,11/03/2020 02:57:05 PM,Agree,Agree
91,2020-11-07,RMI,1,1.0,0.0,0,0.0,0,0.0,0.0,0,0.0,11/08/2020 02:40:34 PM,Agree,Agree
92,2020-06-26,NYC,215891,211229.0,4662.0,315,-6.0,22441,17779.0,4662.0,20,-6.0,06/27/2020 05:51:58 PM,Agree,Agree
93,2021-04-09,TN,822085,681119.0,140966.0,1120,335.0,12001,9633.0,2368.0,4,1.0,04/10/2021 01:45:46 PM,Agree,Agree
94,2020-04-05,UT,1605,,,177,,8,,,0,,04/04/2020 04:22:39 PM,Agree,Agree
95,2020-12-10,KS,179803,153559.0,26244.0,0,0.0,1941,,,0,0.0,12/11/2020 03:06:51 PM,Agree,
96,2020-05-31,PW,0,,,0,0.0,0,,,0,0.0,06/01/2020 02:17:42 PM,,
97,2020-08-25,OK,58365,,,895,0.0,946,938.0,8.0,13,0.0,08/26/2020 12:00:00 AM,Not agree,Agree
98,2020-12-30,RMI,4,4.0,0.0,0,0.0,0,0.0,0.0,0,0.0,12/31/2020 02:55:07 PM,Agree,Agree
99,2021-04-08,NM,193247,,,258,0.0,3974,,,11,0.0,04/09/2021 02:11:49 PM,,Not agree
100,2020-11-28,OH,406703,384544.0,22159.0,6895,433.0,6378,5963.0,415.0,32,1.0,11/29/2020 02:49:08 PM,Agree,Agree
101,2020-09-21,PA,150812,146281.0,4531.0,234,10.0,8004,,,48,50.0,09/22/2020 01:51:57 PM,Agree,Not agree
102,2020-10-07,CO,74922,69748.0,5174.0,731,32.0,2085,1720.0,365.0,4,2.0,10/08/2020 01:56:57 PM,Agree,Agree
103,2020-06-27,KS,13538,13227.0,311.0,0,0.0,264,,,0,0.0,06/28/2020 02:59:02 PM,Agree,
104,2021-04-19,SD,121189,,,66,30.0,1953,1589.0,364.0,0,0.0,04/20/2021 02:59:01 PM,,Agree
105,2021-01-29,PW,0,,,0,0.0,0,,,0,0.0,01/30/2021 02:43:11 PM,,
106,2020-09-21,SD,18869,,,173,0.0,202,200.0,2.0,0,0.0,09/22/2020 01:51:57 PM,,Agree
107,2021-04-20,OH,1056606,890013.0,166593.0,1799,680.0,19033,19033.0,0.0,42,0.0,04/21/2021 02:12:05 PM,Agree,Agree
108,2021-01-08,PA,703265,624688.0,78577.0,10178,2009.0,17394,,,215,155.0,01/09/2021 03:26:08 PM,Agree,Not agree
109,2020-03-06,GA,8,8.0,0.0,6,0.0,0,,,0,,03/26/2020 12:22:39 PM,Agree,Agree
110,2021-02-23,NYC,709551,600537.0,109014.0,3468,688.0,29026,23985.0,5041.0,70,-1.0,02/24/2021 02:56:12 PM,Agree,Agree
111,2020-09-12,MA,132533,122637.0,9896.0,435,0.0,9195,8987.0,208.0,16,0.0,09/13/2020 04:17:15 PM,Agree,Agree
112,2020-11-13,MP,100,100.0,0.0,0,0.0,2,2.0,0.0,0,0.0,11/14/2020 02:44:40 PM,Agree,Agree
113,2020-03-15,AS,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,,
114,2021-03-18,OH,995785,847505.0,148280.0,2104,670.0,18114,18114.0,0.0,0,0.0,03/19/2021 02:25:43 PM,Agree,Agree
115,2020-04-25,CO,12868,11533.0,1335.0,684,146.0,670,564.0,106.0,-2,-15.0,05/25/2020 03:38:40 PM,Agree,Agree
116,2020-10-01,AS,0,,,0,0.0,0,,,0,0.0,10/02/2020 01:40:08 PM,,
117,2020-06-23,AS,0,,,0,0.0,0,,,0,0.0,06/24/2020 03:03:27 PM,,
118,2020-06-27,PR,7189,1624.0,5565.0,123,101.0,153,59.0,94.0,1,0.0,06/28/2020 02:59:02 PM,Agree,Agree
119,2020-09-22,AK,6950,,,44,0.0,45,,,0,0.0,09/23/2020 01:51:22 PM,,
120,2020-02-18,PW,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,,
121,2020-04-11,TN,4863,,,0,,100,,,2,,04/10/2020 04:22:39 PM,Agree,Agree
122,2020-09-19,UT,63538,63538.0,0.0,1071,0.0,439,439.0,0.0,2,0.0,09/20/2020 01:53:10 PM,Agree,Agree
123,2020-04-14,FL,20984,,,590,,571,,,72,,04/13/2020 04:22:39 PM,Not agree,Not agree
124,2020-11-24,IA,216117,,,2894,832.0,2226,,,19,0.0,11/25/2020 02:53:15 PM,Not agree,Not agree
125,2020-03-20,NY,2694,,,1011,,15,,,10,,03/26/2020 04:22:39 PM,Not agree,Not agree
126,2021-02-23,UT,367789,367789.0,0.0,716,0.0,1865,1808.0,57.0,12,0.0,02/24/2021 02:56:12 PM,Agree,Agree
127,2020-02-10,MA,1,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
128,2020-10-22,NY,233558,,,1098,0.0,9177,,,11,0.0,10/23/2020 01:44:31 PM,Not agree,Not agree
129,2020-02-01,AS,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,,
130,2020-06-12,AK,625,,,15,0.0,12,,,1,0.0,06/13/2020 05:46:26 PM,,
131,2020-10-18,AR,99066,,,644,115.0,1704,,,20,1.0,10/19/2020 02:06:44 PM,Not agree,Not agree
132,2020-10-01,IA,90009,,,1179,142.0,1360,,,14,0.0,10/02/2020 01:40:08 PM,Not agree,Not agree
133,2020-07-25,GA,168460,163314.0,5146.0,3822,51.0,3495,3495.0,0.0,53,0.0,07/26/2020 11:17:16 AM,Agree,Agree
134,2020-11-25,TX,1236648,,,18811,3202.0,23296,,,188,0.0,11/26/2020 12:00:00 AM,Not agree,Not agree
135,2021-02-18,NYC,691292,586674.0,104618.0,4929,1076.0,28688,23651.0,5037.0,97,-7.0,02/19/2021 03:33:51 PM,Agree,Agree
136,2020-10-26,HI,14653,,,35,0.0,211,,,0,0.0,10/27/2020 01:47:53 PM,Not agree,Not agree
137,2021-02-01,OH,899079,783158.0,115921.0,3287,1111.0,11230,10000.0,1230.0,55,10.0,02/02/2021 02:51:51 PM,Agree,Agree
138,2021-03-13,PA,964296,826084.0,138212.0,2840,725.0,24573,,,43,34.0,03/14/2021 01:53:25 PM,Agree,Not agree
139,2021-01-01,NYC,443835,391547.0,52288.0,5565,842.0,25211,20407.0,4804.0,24,-1.0,01/02/2021 02:50:51 PM,Agree,Agree
140,2020-06-19,IA,25275,,,421,0.0,681,,,1,0.0,06/20/2020 02:15:45 PM,Not agree,Not agree
141,2020-09-10,OK,72448,71023.0,1425.0,1054,180.0,1127,1119.0,8.0,12,0.0,09/11/2020 12:00:00 AM,Agree,Agree
142,2020-03-16,OH,50,,,13,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
143,2020-11-06,WV,27087,24672.0,2415.0,540,67.0,487,,,7,0.0,11/07/2020 02:45:17 PM,Agree,Not agree
144,2020-10-26,WV,22223,20814.0,1409.0,317,70.0,424,,,1,0.0,10/27/2020 01:47:53 PM,Agree,Not agree
145,2020-03-14,PW,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,,
146,2021-01-10,OK,358625,289946.0,68679.0,2079,701.0,4971,4335.0,636.0,70,16.0,01/11/2021 12:00:00 AM,Agree,Agree
147,2020-10-05,NYC,248233,242315.0,5918.0,502,29.0,23866,19220.0,4646.0,5,1.0,10/06/2020 01:33:58 PM,Agree,Agree
148,2020-03-13,PA,29,,,6,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Not agree
149,2020-07-02,AK,1017,,,39,0.0,14,,,0,0.0,07/03/2020 03:01:33 PM,,
150,2020-04-24,PA,38652,38652.0,0.0,1599,-388.0,1492,,,71,-27.0,05/25/2020 03:38:40 PM,Agree,Not agree
151,2020-03-23,SD,28,,,7,,1,,,0,,03/26/2020 04:22:39 PM,,Agree
152,2020-09-29,SD,21997,,,259,0.0,223,221.0,2.0,5,0.0,09/30/2020 02:17:41 PM,,Agree
153,2021-04-07,PW,0,,,0,0.0,0,,,0,0.0,04/08/2021 01:46:50 PM,,
154,2020-10-11,TX,792478,,,2418,0.0,17564,,,51,0.0,10/12/2020 12:00:00 AM,Not agree,Not agree
155,2020-08-09,SD,9605,,,128,0.0,146,144.0,2.0,0,0.0,08/10/2020 02:23:35 PM,,Agree
156,2021-01-19,NYC,548160,473475.0,74685.0,4701,867.0,26249,21346.0,4903.0,86,17.0,01/20/2021 02:44:03 PM,Agree,Agree
157,2021-04-09,PW,0,,,0,0.0,0,,,0,0.0,04/10/2021 01:45:46 PM,,
158,2020-02-15,MA,1,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
159,2020-08-09,NY,193028,,,267,0.0,8879,,,4,0.0,08/10/2020 02:23:35 PM,Not agree,Not agree
160,2021-01-08,NY,627340,,,12548,0.0,13551,,,126,0.0,01/09/2021 03:26:08 PM,Not agree,Not agree
161,2021-01-26,FL,1637296,,,9466,2771.0,25673,,,227,17.0,01/27/2021 02:53:24 PM,Not agree,Not agree
162,2020-08-09,RMI,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,08/10/2020 02:23:35 PM,Agree,Agree
163,2020-05-13,AR,4236,,,72,0.0,97,,,2,0.0,05/14/2020 05:25:44 PM,Not agree,Not agree
164,2020-05-09,OH,23697,22560.0,1137.0,681,90.0,1331,1214.0,117.0,25,-4.0,05/10/2020 09:26:08 PM,Agree,Agree
165,2021-01-23,OK,392503,314217.0,78286.0,2327,745.0,5667,4864.0,803.0,54,15.0,01/24/2021 12:00:00 AM,Agree,Agree
166,2020-11-30,AS,3,,,0,0.0,0,,,0,0.0,12/01/2020 03:26:07 PM,,
167,2020-11-19,RMI,4,1.0,3.0,0,0.0,0,0.0,0.0,0,0.0,11/20/2020 03:06:16 PM,Agree,Agree
168,2020-01-29,TN,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
169,2020-04-20,RMI,0,,,0,,0,,,0,,04/20/2020 04:22:39 PM,Agree,Agree
170,2020-08-22,KS,36856,35895.0,961.0,0,0.0,419,,,0,0.0,08/23/2020 02:15:28 PM,Agree,
171,2020-04-28,MA,58302,58302.0,0.0,1840,0.0,3153,3153.0,0.0,150,0.0,04/29/2020 06:12:08 PM,Agree,Agree
172,2020-04-01,TX,3996,,,730,0.0,122,,,21,,04/02/2020 12:00:00 AM,Not agree,Not agree
173,2021-01-21,TN,697783,595776.0,102007.0,3492,1030.0,8684,7221.0,1463.0,128,41.0,01/22/2021 02:51:49 PM,Agree,Agree
174,2020-08-20,SD,10691,,,125,0.0,157,155.0,2.0,2,0.0,08/21/2020 02:27:34 PM,,Agree
175,2020-12-17,OK,275089,229409.0,45680.0,3808,885.0,3734,3400.0,334.0,60,13.0,12/18/2020 12:00:00 AM,Agree,Agree
176,2021-01-16,RMI,4,4.0,0.0,0,0.0,0,0.0,0.0,0,0.0,01/17/2021 03:43:14 PM,Agree,Agree
177,2020-07-30,MP,42,42.0,0.0,0,0.0,2,2.0,0.0,0,0.0,07/31/2020 02:35:06 PM,Agree,Agree
178,2020-04-07,SD,320,,,32,,6,,,2,,04/07/2020 04:22:39 PM,,Agree
179,2020-11-22,WV,40478,35292.0,5186.0,880,179.0,662,,,4,0.0,11/23/2020 03:04:35 PM,Agree,Not agree
180,2020-03-24,TX,712,,,425,0.0,20,,,6,,03/25/2020 12:00:00 AM,Not agree,Not agree
181,2020-09-11,PA,142885,138759.0,4126.0,1008,52.0,7837,,,17,-1.0,09/12/2020 02:12:43 PM,Agree,Not agree
182,2021-01-24,CO,386285,367746.0,18539.0,1319,93.0,5505,4801.0,704.0,23,0.0,01/25/2021 02:42:40 PM,Agree,Agree
183,2020-11-12,PR,41119,40574.0,545.0,667,61.0,914,704.0,210.0,5,1.0,11/13/2020 02:54:34 PM,Agree,Agree
184,2020-04-19,OH,11602,11292.0,310.0,1380,27.0,471,453.0,18.0,20,1.0,04/19/2020 04:22:39 PM,Agree,Agree
185,2020-12-11,AS,3,,,0,0.0,0,,,0,0.0,12/12/2020 02:59:37 PM,,
186,2021-01-11,PR,84427,78815.0,5612.0,959,71.0,1645,1365.0,280.0,3,0.0,01/12/2021 02:48:35 PM,Agree,Agree
187,2020-09-01,NYC,235514,230744.0,4770.0,250,2.0,23708,19063.0,4645.0,5,2.0,09/02/2020 01:49:48 PM,Agree,Agree
188,2020-03-25,GA,1540,1539.0,1.0,281,0.0,47,,,9,,03/26/2020 12:22:39 PM,Agree,Agree
189,2020-06-29,AR,20257,,,439,0.0,265,,,1,0.0,06/30/2020 03:27:33 PM,Not agree,Not agree
190,2021-01-20,SD,106063,,,277,74.0,1667,1346.0,321.0,0,0.0,01/21/2021 02:44:32 PM,,Agree
191,2020-12-23,WV,75936,62419.0,13517.0,1199,440.0,1194,,,23,4.0,12/24/2020 02:31:20 PM,Agree,Not agree
192,2020-05-21,IA,16170,,,575,0.0,407,,,21,0.0,05/22/2020 03:31:45 PM,Not agree,Not agree
193,2020-06-05,GA,49543,49511.0,32.0,799,1.0,2174,2174.0,0.0,27,0.0,06/06/2020 10:31:37 AM,Agree,Agree
194,2020-04-20,GA,18416,18407.0,9.0,843,0.0,782,,,91,,04/20/2020 12:22:39 PM,Agree,Agree
195,2021-04-23,MP,162,162.0,0.0,0,0.0,2,2.0,0.0,0,0.0,04/24/2021 02:22:34 PM,Agree,Agree
196,2021-02-18,IA,331221,,,714,198.0,5321,,,15,15.0,02/19/2021 03:33:51 PM,Not agree,Not agree
197,2020-04-12,TX,13484,,,923,0.0,420,,,34,,04/13/2020 12:00:00 AM,Not agree,Not agree
198,2020-08-06,AK,3484,,,35,0.0,25,,,0,0.0,08/07/2020 11:57:59 PM,,
199,2020-04-04,GA,6353,6351.0,2.0,422,0.0,208,,,10,,04/03/2020 12:22:39 PM,Agree,Agree
200,2021-03-22,AS,4,,,0,0.0,0,,,0,0.0,03/23/2021 02:05:18 PM,,
201,2020-10-13,SD,29339,,,414,-4.0,293,288.0,5.0,5,0.0,10/14/2020 01:28:39 PM,,Agree
202,2020-04-15,AS,0,,,0,,0,,,0,,04/15/2020 04:22:39 PM,,
203,2020-03-03,PW,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,,
204,2020-10-01,OK,95126,89673.0,5453.0,1306,206.0,1359,1343.0,16.0,12,0.0,10/02/2020 12:00:00 AM,Agree,Agree
205,2020-06-03,TN,24990,24822.0,168.0,447,0.0,403,388.0,15.0,7,0.0,06/04/2020 03:03:31 PM,Agree,Agree
206,2021-03-14,MP,154,154.0,0.0,0,0.0,2,2.0,0.0,0,0.0,03/15/2021 02:03:45 PM,Agree,Agree
207,2020-12-18,TN,503651,452581.0,51070.0,10421,1945.0,5960,5287.0,673.0,115,23.0,12/19/2020 02:42:31 PM,Agree,Agree
208,2020-08-29,HI,8313,,,200,0.0,62,,,3,0.0,08/30/2020 10:49:52 AM,Not agree,Not agree
209,2020-10-16,CO,83230,77557.0,5673.0,1312,132.0,2172,1792.0,380.0,10,1.0,10/17/2020 02:09:18 PM,Agree,Agree
210,2021-03-27,FL,2001325,,,5777,1889.0,33142,,,26,-1.0,03/28/2021 01:52:27 PM,Not agree,Not agree
211,2021-02-19,FL,1822644,,,6536,1479.0,29692,,,218,17.0,02/20/2021 02:45:37 PM,Not agree,Not agree
212,2020-02-25,TN,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
213,2021-01-24,HI,24471,,,143,0.0,339,,,6,0.0,01/25/2021 02:42:40 PM,Not agree,Not agree
214,2020-01-31,HI,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree
215,2021-03-09,IA,340336,,,557,162.0,5574,,,15,15.0,03/10/2021 02:58:31 PM,Not agree,Not agree
216,2020-07-17,GA,137102,133393.0,3709.0,4233,251.0,3132,3132.0,0.0,28,0.0,07/18/2020 12:14:26 PM,Agree,Agree
217,2020-10-04,PA,163535,158001.0,5534.0,2251,156.0,8216,,,17,26.0,10/05/2020 01:49:47 PM,Agree,Not agree
218,2020-06-08,HI,669,,,6,0.0,17,,,0,0.0,06/09/2020 12:49:08 PM,Not agree,Not agree
219,2020-09-16,OH,140518,133046.0,7472.0,1033,105.0,4555,4256.0,299.0,49,0.0,09/17/2020 01:45:45 PM,Agree,Agree
220,2020-05-30,OH,35034,32639.0,2395.0,468,31.0,2149,1938.0,211.0,18,1.0,05/31/2020 02:43:17 PM,Agree,Agree
221,2020-12-20,PA,555844,505347.0,50497.0,7355,340.0,13924,,,99,74.0,12/21/2020 02:39:53 PM,Agree,Not agree
