id,submission_date,state,tot_cases,conf_cases,prob_cases,new_case,pnew_case,tot_death,conf_death,prob_death,new_death,pnew_death,created_at,consent_cases,consent_deaths
2186,2020-04-30,PR,1539,1539.0,0.0,106,0.0,92,92.0,0.0,6,0.0,05/01/2020 09:00:19 PM,Agree,Agree
2187,2020-08-03,FL,486426,,,4758,51.0,7292,,,208,1.0,08/04/2020 02:09:35 PM,Not agree,Not agree
2188,2020-10-12,NM,33362,,,379,0.0,915,,,4,0.0,10/13/2020 01:29:38 PM,,Not agree
2189,2020-12-15,HI,19177,,,52,0.0,272,,,0,0.0,12/16/2020 02:28:57 PM,Not agree,Not agree
2190,2020-03-06,AS,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,,
2191,2021-04-18,PA,1107377,935702.0,171675.0,3761,613.0,25688,,,27,18.0,04/19/2021 03:04:26 PM,Agree,Not agree
2192,2020-10-03,NM,30296,,,296,0.0,890,,,3,0.0,10/04/2020 01:35:23 PM,,Not agree
2193,2021-02-07,UT,354608,354608.0,0.0,908,0.0,1736,1683.0,53.0,3,4.0,02/08/2021 02:53:12 PM,Agree,Agree
2194,2020-06-07,TX,74978,,,1425,0.0,2091,,,18,0.0,06/08/2020 12:00:00 AM,Not agree,Not agree
2195,2020-10-21,RMI,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,10/22/2020 01:34:46 PM,Agree,Agree
2196,2020-12-05,IA,242212,,,1891,250.0,2667,,,62,0.0,12/06/2020 02:51:16 PM,Not agree,Not agree
2197,2020-02-20,AR,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree
2198,2021-01-17,OK,377682,303800.0,73882.0,1702,561.0,5352,4617.0,735.0,43,13.0,01/18/2021 12:00:00 AM,Agree,Agree
2199,2020-04-13,PR,903,,,6,,45,,,1,,04/12/2020 04:22:39 PM,Agree,Agree
2200,2020-12-17,MA,307197,297301.0,9896.0,4985,0.0,11513,11305.0,208.0,44,0.0,12/18/2020 02:45:01 PM,Agree,Agree
2201,2020-09-01,CO,57775,53878.0,3897.0,351,52.0,1946,1598.0,348.0,1,0.0,09/02/2020 01:49:48 PM,Agree,Agree
2202,2020-03-16,MA,197,,,33,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
2203,2020-07-01,KS,14990,14614.0,376.0,547,-1.0,272,,,2,0.0,07/02/2020 03:10:03 PM,Agree,
2204,2020-10-15,FL,735685,,,3286,662.0,15736,,,141,4.0,10/16/2020 01:33:55 PM,Not agree,Not agree
2205,2020-06-12,NM,9526,,,159,0.0,426,,,6,0.0,06/13/2020 05:46:26 PM,,Not agree
2206,2021-01-11,KS,247502,206090.0,41412.0,5180,676.0,3255,,,107,21.0,01/12/2021 02:48:35 PM,Agree,
2207,2021-03-04,MA,564526,554630.0,9896.0,1410,0.0,16175,15967.0,208.0,42,0.0,03/05/2021 04:11:33 PM,Agree,Agree
2208,2021-03-29,OH,1013119,859423.0,153696.0,1497,563.0,18530,18530.0,0.0,0,0.0,03/30/2021 02:06:13 PM,Agree,Agree
2209,2020-01-25,TN,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
2210,2021-02-03,NM,175652,,,670,0.0,3338,,,28,0.0,02/04/2021 02:53:58 PM,,Not agree
2211,2020-11-11,GA,413415,377336.0,36079.0,2232,568.0,8333,8333.0,0.0,-397,-466.0,11/12/2020 09:55:21 AM,Agree,Agree
2212,2020-03-23,AR,197,,,33,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree
2213,2020-09-10,FL,647318,,,2537,414.0,12326,,,211,2.0,09/11/2020 01:51:03 PM,Not agree,Not agree
2214,2021-04-25,RMI,4,4.0,0.0,0,0.0,0,0.0,0.0,0,0.0,04/26/2021 01:45:41 PM,Agree,Agree
2215,2021-02-22,NYC,706083,597757.0,108326.0,3889,847.0,28956,23914.0,5042.0,67,2.0,02/23/2021 02:51:13 PM,Agree,Agree
2216,2020-10-22,PW,0,,,0,0.0,0,,,0,0.0,10/23/2020 01:44:31 PM,,
2217,2020-08-28,TN,150815,147326.0,3489.0,1636,53.0,1701,1654.0,47.0,28,1.0,08/29/2020 01:42:50 PM,Agree,Agree
2218,2020-12-03,OK,231262,196285.0,34977.0,3286,789.0,3026,2821.0,205.0,54,6.0,12/04/2020 12:00:00 AM,Agree,Agree
2219,2021-04-18,HI,30369,,,109,0.0,471,,,0,0.0,04/19/2021 03:04:26 PM,Not agree,Not agree
2220,2020-07-29,NM,20136,,,345,0.0,632,,,6,11.0,07/30/2020 02:42:43 PM,,Not agree
2221,2020-12-05,PW,0,,,0,0.0,0,,,0,0.0,12/06/2020 02:51:16 PM,,
2222,2020-05-29,WV,1972,1917.0,55.0,37,4.0,74,,,0,0.0,05/30/2020 03:47:59 PM,Agree,Not agree
2223,2021-01-28,NM,171719,,,672,0.0,3226,,,28,0.0,01/29/2021 02:42:19 PM,,Not agree
2224,2020-08-26,OK,59517,,,1152,0.0,963,955.0,8.0,17,0.0,08/27/2020 12:00:00 AM,Not agree,Agree
2225,2020-01-28,AR,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree
2226,2020-08-27,NYC,234254,229518.0,4736.0,311,0.0,23680,19044.0,4636.0,6,-1.0,08/28/2020 01:43:49 PM,Agree,Agree
2227,2020-05-09,TX,37860,,,1251,0.0,1292,,,27,0.0,05/10/2020 12:00:00 AM,Not agree,Not agree
2228,2020-11-24,CO,206439,196949.0,9490.0,4150,144.0,2860,2396.0,464.0,50,1.0,11/25/2020 02:53:15 PM,Agree,Agree
2229,2020-07-19,TN,78115,77361.0,754.0,1779,15.0,843,812.0,31.0,5,0.0,07/20/2020 02:35:44 PM,Agree,Agree
2230,2020-08-29,GA,277688,265751.0,11937.0,2554,177.0,5576,5576.0,0.0,105,0.0,08/30/2020 10:49:52 AM,Agree,Agree
2231,2020-09-03,RMI,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,09/04/2020 01:36:16 PM,Agree,Agree
2232,2020-07-01,TX,168062,,,8076,0.0,3360,,,99,0.0,07/02/2020 12:00:00 AM,Not agree,Not agree
2233,2020-06-30,KS,14443,14066.0,377.0,0,0.0,270,,,0,0.0,07/01/2020 03:45:16 PM,Agree,
2234,2020-01-27,CO,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
2235,2020-01-29,GA,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
2236,2021-03-26,FL,1995548,,,5626,1598.0,33116,,,159,12.0,03/27/2021 02:01:18 PM,Not agree,Not agree
2237,2020-04-06,NM,686,,,62,,12,,,0,,04/05/2020 04:22:39 PM,,Not agree
2238,2020-03-20,PA,269,,,84,,1,,,0,,03/26/2020 04:22:39 PM,Agree,Not agree
2239,2020-08-09,NM,22315,,,200,0.0,685,,,4,1.0,08/10/2020 02:23:35 PM,,Not agree
2240,2020-05-01,PA,46971,46971.0,0.0,1208,-609.0,2354,,,62,-43.0,05/02/2020 03:47:19 PM,Agree,Not agree
2241,2021-01-31,CO,393421,374087.0,19334.0,0,0.0,5594,4882.0,712.0,0,0.0,02/01/2021 02:50:29 PM,Agree,Agree
2242,2020-10-06,OH,161299,151983.0,9316.0,1335,113.0,4947,4638.0,309.0,16,0.0,10/07/2020 01:45:01 PM,Agree,Agree
2243,2020-04-10,NY,78128,,,5218,,2024,,,237,,04/09/2020 04:22:39 PM,Not agree,Not agree
2244,2020-03-05,AS,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,,
2245,2021-04-06,AS,0,,,0,0.0,0,,,0,0.0,04/07/2021 02:25:43 PM,,
2246,2020-02-12,RMI,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
2247,2020-06-22,SD,6326,,,29,0.0,81,80.0,1.0,0,0.0,06/23/2020 02:28:19 PM,,Agree
2248,2020-09-12,TX,657589,,,4233,0.0,15734,,,67,0.0,09/13/2020 12:00:00 AM,Not agree,Not agree
2249,2020-05-12,NYC,184319,184319.0,0.0,0,0.0,20237,15101.0,5136.0,0,0.0,05/13/2020 03:26:08 PM,Agree,Agree
2250,2020-08-19,FL,577891,,,4080,162.0,9932,,,174,2.0,08/20/2020 03:11:45 PM,Not agree,Not agree
2251,2021-04-05,WV,143733,113618.0,30115.0,277,152.0,2696,,,1,0.0,04/06/2021 01:43:58 PM,Agree,Not agree
2252,2020-09-26,FL,690387,,,2731,666.0,14022,,,107,8.0,09/27/2020 01:39:49 PM,Not agree,Not agree
2253,2021-02-28,IA,336329,,,322,29.0,5471,,,1,1.0,03/01/2021 03:21:38 PM,Not agree,Not agree
2254,2020-12-09,TX,1418252,,,13606,2428.0,26005,,,229,0.0,12/10/2020 12:00:00 AM,Not agree,Not agree
2255,2020-07-13,AS,0,,,0,0.0,0,,,0,0.0,07/14/2020 03:13:07 PM,,
2256,2020-05-09,AR,3984,,,237,0.0,90,,,2,0.0,05/10/2020 09:26:08 PM,Not agree,Not agree
2257,2020-01-23,AS,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,,
2258,2020-03-16,CO,160,,,16,,1,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
2259,2020-06-18,UT,16199,16199.0,0.0,660,0.0,155,155.0,0.0,6,0.0,06/19/2020 03:01:11 PM,Agree,Agree
2260,2020-03-21,MA,525,,,112,,1,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
2261,2021-03-27,AK,59710,,,0,0.0,309,,,0,0.0,03/28/2021 01:52:27 PM,,
2262,2021-04-06,PR,110233,99847.0,10386.0,211,144.0,2139,1824.0,315.0,8,-2.0,04/07/2021 02:25:43 PM,Agree,Agree
2263,2021-01-13,AR,262020,,,2467,876.0,4186,,,65,19.0,01/14/2021 03:12:46 PM,Not agree,Not agree
2264,2021-02-26,FL,1863453,,,5783,1585.0,30624,,,146,11.0,02/27/2021 02:51:23 PM,Not agree,Not agree
2265,2020-05-05,PR,1924,1924.0,0.0,81,0.0,99,99.0,0.0,2,0.0,05/06/2020 04:23:08 PM,Agree,Agree
2266,2020-08-11,CO,51441,48008.0,3433.0,402,45.0,1875,1533.0,342.0,12,1.0,08/12/2020 01:50:14 PM,Agree,Agree
2267,2020-03-19,CO,277,,,61,,2,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
2268,2021-01-19,IA,306679,,,1057,341.0,4332,,,8,8.0,01/20/2021 02:44:03 PM,Not agree,Not agree
2269,2020-09-18,AR,74082,,,871,147.0,1173,,,7,0.0,09/19/2020 02:00:26 PM,Not agree,Not agree
2270,2020-11-12,KS,109225,96852.0,12373.0,0,0.0,1215,,,0,0.0,11/13/2020 02:54:34 PM,Agree,
2271,2021-02-21,AK,55198,,,0,0.0,286,,,0,0.0,02/22/2021 02:53:38 PM,,
2272,2020-04-03,UT,1246,,,81,,7,,,0,,04/03/2020 04:22:39 PM,Agree,Agree
2273,2020-09-15,NY,207341,,,460,0.0,9003,,,8,0.0,09/16/2020 01:53:41 PM,Not agree,Not agree
2274,2020-05-10,AS,0,,,0,0.0,0,,,0,0.0,05/11/2020 09:26:08 PM,,
2275,2020-05-08,WV,1323,1323.0,0.0,26,0.0,52,,,1,0.0,05/09/2020 09:26:08 PM,Agree,Not agree
2276,2020-05-22,OH,30794,28758.0,2036.0,627,43.0,1872,1691.0,181.0,36,-2.0,05/23/2020 05:58:16 PM,Agree,Agree
2277,2021-03-18,MA,584031,574135.0,9896.0,1857,0.0,16634,16426.0,208.0,27,0.0,03/19/2021 02:25:43 PM,Agree,Agree
2278,2020-12-23,TN,541240,481706.0,59534.0,7221,2615.0,6380,5612.0,768.0,111,28.0,12/24/2020 02:31:20 PM,Agree,Agree
2279,2020-11-04,HI,15379,,,150,0.0,218,,,0,0.0,11/05/2020 02:39:23 PM,Not agree,Not agree
2280,2020-04-06,AR,915,,,62,,16,,,0,,04/05/2020 04:22:39 PM,Not agree,Not agree
2281,2020-05-06,WV,1276,1276.0,0.0,34,0.0,51,,,1,0.0,05/07/2020 10:59:02 PM,Agree,Not agree
2282,2020-04-27,PA,42050,41556.0,494.0,885,7.0,1597,,,47,2.0,05/25/2020 03:38:40 PM,Agree,Not agree
2283,2020-04-02,AR,679,,,65,,12,,,2,,04/01/2020 04:22:39 PM,Not agree,Not agree
2284,2020-12-19,GA,582300,504501.0,77799.0,5763,1527.0,10381,9435.0,946.0,49,10.0,12/20/2020 02:32:33 PM,Agree,Agree
2285,2020-06-09,AR,10080,,,340,0.0,161,,,6,0.0,06/10/2020 08:56:25 PM,Not agree,Not agree
2286,2021-02-25,KS,292837,237733.0,55104.0,0,0.0,4724,,,0,0.0,02/26/2021 03:02:41 PM,Agree,
2287,2020-11-22,MP,104,104.0,0.0,1,0.0,2,2.0,0.0,0,0.0,11/23/2020 03:04:35 PM,Agree,Agree
2288,2021-02-08,AS,3,,,0,0.0,0,,,0,0.0,02/09/2021 03:24:29 PM,,
2289,2021-01-26,GA,879221,727752.0,151469.0,8393,2703.0,13482,11996.0,1486.0,179,37.0,01/27/2021 02:53:24 PM,Agree,Agree
2290,2020-03-01,RMI,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
2291,2020-06-28,NYC,216461,211861.0,4600.0,222,-70.0,23077,18477.0,4600.0,607,-70.0,06/29/2020 02:37:31 PM,Agree,Agree
2292,2021-04-09,SD,119467,,,270,75.0,1946,1587.0,359.0,7,0.0,04/10/2021 01:45:46 PM,,Agree
2293,2021-02-07,MP,133,133.0,0.0,0,0.0,2,2.0,0.0,0,0.0,02/08/2021 02:53:12 PM,Agree,Agree
2294,2020-03-11,TX,18,,,3,0.0,0,,,0,,03/12/2020 12:00:00 AM,Not agree,Not agree
2295,2020-08-01,MP,45,45.0,0.0,3,0.0,2,2.0,0.0,0,0.0,08/02/2020 02:54:37 PM,Agree,Agree
2296,2020-06-30,IA,28947,,,165,0.0,714,,,6,0.0,07/01/2020 03:45:16 PM,Not agree,Not agree
2297,2020-06-20,TN,34446,34207.0,239.0,429,-2.0,524,503.0,21.0,9,0.0,06/21/2020 02:32:57 PM,Agree,Agree
2298,2020-05-01,NM,3513,,,102,0.0,131,,,8,0.0,05/02/2020 03:47:19 PM,,Not agree
2299,2021-02-22,RMI,4,4.0,0.0,0,0.0,0,0.0,0.0,0,0.0,02/23/2021 02:51:13 PM,Agree,Agree
2300,2021-01-30,GA,905858,746867.0,158991.0,6343,1467.0,14196,12568.0,1628.0,210,52.0,01/31/2021 02:48:12 PM,Agree,Agree
2301,2021-02-02,IA,320618,,,804,337.0,4919,,,13,13.0,02/03/2021 02:55:58 PM,Not agree,Not agree
2302,2020-11-16,PR,43585,42790.0,795.0,569,58.0,951,740.0,211.0,9,0.0,11/17/2020 02:52:47 PM,Agree,Agree
2303,2021-04-21,HI,30539,,,68,0.0,471,,,0,0.0,04/22/2021 01:56:30 PM,Not agree,Not agree
2304,2020-04-14,GA,14133,14126.0,7.0,844,0.0,526,,,45,,04/13/2020 12:22:39 PM,Agree,Agree
2305,2020-12-05,HI,18169,,,111,0.0,259,,,5,0.0,12/06/2020 02:51:16 PM,Not agree,Not agree
2306,2020-12-09,PR,59458,57096.0,2362.0,496,74.0,1238,996.0,242.0,19,2.0,12/10/2020 02:50:16 PM,Agree,Agree
2307,2020-12-27,MP,122,122.0,0.0,0,0.0,2,2.0,0.0,0,0.0,12/28/2020 02:42:49 PM,Agree,Agree
2308,2020-12-22,CO,313552,300691.0,12861.0,2516,242.0,4369,3747.0,622.0,-9,13.0,12/23/2020 02:36:58 PM,Agree,Agree
2309,2020-03-14,OH,5,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
2310,2021-02-07,HI,25712,,,73,0.0,415,,,2,0.0,02/08/2021 02:53:12 PM,Not agree,Not agree
2311,2021-04-21,WV,149888,118119.0,31769.0,426,144.0,2800,,,11,1.0,04/22/2021 01:56:30 PM,Agree,Not agree
2312,2020-08-06,PA,116521,113241.0,3280.0,807,28.0,7282,,,38,32.0,08/07/2020 11:57:59 PM,Agree,Not agree
2313,2020-12-07,TN,408730,373537.0,35193.0,8136,932.0,5009,4544.0,465.0,66,13.0,12/08/2020 02:59:49 PM,Agree,Agree
2314,2020-05-29,IA,18956,,,371,0.0,523,,,17,0.0,05/30/2020 03:47:59 PM,Not agree,Not agree
2315,2020-10-18,GA,363775,339269.0,24506.0,1258,83.0,7638,7638.0,0.0,31,0.0,10/19/2020 10:06:44 AM,Agree,Agree
2316,2020-05-05,AK,371,,,1,0.0,9,,,0,0.0,05/06/2020 04:23:08 PM,,
2317,2020-08-10,MP,49,49.0,0.0,1,0.0,2,2.0,0.0,0,0.0,08/11/2020 02:16:27 PM,Agree,Agree
2318,2021-03-17,SD,114966,,,175,45.0,1915,1559.0,356.0,3,-1.0,03/18/2021 02:01:55 PM,,Agree
2319,2021-03-10,KS,297229,241035.0,56194.0,778,223.0,4851,,,35,-1.0,03/11/2021 03:36:21 PM,Agree,
2320,2020-10-13,PW,0,,,0,0.0,0,,,0,0.0,10/14/2020 01:28:39 PM,,
2321,2020-04-12,PR,897,,,109,,44,,,2,,04/11/2020 04:22:39 PM,Agree,Agree
2322,2021-03-05,NY,935418,,,4100,0.0,18166,,,48,0.0,03/06/2021 03:08:48 PM,Not agree,Not agree
2323,2021-04-23,NY,1104946,,,2770,0.0,19288,,,20,0.0,04/24/2021 02:22:34 PM,Not agree,Not agree
2324,2020-09-14,UT,59283,58796.0,487.0,538,-1.0,436,435.0,1.0,2,0.0,09/15/2020 02:03:59 PM,Agree,Agree
2325,2020-05-13,TN,16451,16370.0,81.0,261,1.0,273,273.0,0.0,9,0.0,05/14/2020 05:25:44 PM,Agree,Agree
2326,2020-11-24,GA,454732,408644.0,46088.0,3676,1252.0,9221,8648.0,573.0,6,2.0,11/25/2020 02:53:15 PM,Agree,Agree
2327,2021-04-24,AR,334642,,,184,73.0,5717,,,1,0.0,04/25/2021 01:42:01 PM,Not agree,Not agree
2328,2021-02-28,TN,775004,649166.0,125838.0,1117,423.0,11411,9170.0,2241.0,18,0.0,03/01/2021 03:21:38 PM,Agree,Agree
2329,2020-10-04,OK,98313,92212.0,6101.0,905,208.0,1394,1376.0,18.0,10,0.0,10/05/2020 12:00:00 AM,Agree,Agree
2330,2020-12-10,AS,3,,,0,0.0,0,,,0,0.0,12/11/2020 03:06:51 PM,,
2331,2020-11-21,AR,143821,,,1905,472.0,2337,,,16,0.0,11/22/2020 03:02:23 PM,Not agree,Not agree
2332,2020-03-30,OK,1559,,,83,0.0,30,30.0,0.0,5,0.0,03/31/2020 12:00:00 AM,Not agree,Agree
2333,2020-07-04,AR,23209,,,587,0.0,286,,,5,0.0,07/05/2020 03:00:14 PM,Not agree,Not agree
2334,2020-02-17,WV,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Not agree
2335,2020-11-28,MP,104,104.0,0.0,0,0.0,2,2.0,0.0,0,0.0,11/29/2020 02:49:08 PM,Agree,Agree
2336,2021-03-16,WV,136019,108375.0,27644.0,341,130.0,2546,,,15,1.0,03/17/2021 02:24:24 PM,Agree,Not agree
2337,2020-06-24,FL,106743,,,5440,0.0,3281,,,43,0.0,06/25/2020 02:07:27 PM,Not agree,Not agree
2338,2020-12-31,OH,700380,628336.0,72044.0,9632,1477.0,8962,8112.0,850.0,107,4.0,01/01/2021 02:49:07 PM,Agree,Agree
2339,2020-05-15,AS,0,,,0,0.0,0,,,0,0.0,05/16/2020 03:46:44 PM,,
2340,2020-06-04,PW,0,,,0,0.0,0,,,0,0.0,06/05/2020 03:17:07 PM,,
2341,2020-08-18,OH,109923,104105.0,5818.0,861,76.0,3871,3592.0,279.0,39,1.0,08/19/2020 02:23:51 PM,Agree,Agree
2342,2021-03-19,RMI,4,4.0,0.0,0,0.0,0,0.0,0.0,0,0.0,03/20/2021 02:03:21 PM,Agree,Agree
2343,2021-03-19,MP,157,157.0,0.0,0,0.0,2,2.0,0.0,0,0.0,03/20/2021 02:03:21 PM,Agree,Agree
2344,2020-11-02,FL,801371,,,4569,2415.0,16834,,,45,6.0,11/03/2020 02:57:05 PM,Not agree,Not agree
2345,2021-04-04,MP,159,159.0,0.0,0,0.0,2,2.0,0.0,0,0.0,04/05/2021 01:43:02 PM,Agree,Agree
2346,2020-08-31,GA,280769,268533.0,12236.0,1720,218.0,5633,5633.0,0.0,29,0.0,09/01/2020 10:09:34 AM,Agree,Agree
2347,2021-01-02,WV,89327,72463.0,16864.0,1507,294.0,1373,,,12,4.0,01/03/2021 02:53:25 PM,Agree,Not agree
2348,2020-06-01,PR,3873,1304.0,2569.0,97,97.0,136,63.0,73.0,0,0.0,06/02/2020 02:16:17 PM,Agree,Agree
2349,2021-01-19,OK,382199,306915.0,75284.0,2801,854.0,5459,4700.0,759.0,64,16.0,01/20/2021 12:00:00 AM,Agree,Agree
2350,2020-03-13,AK,1,,,1,,0,,,0,,03/26/2020 04:22:39 PM,,
2351,2021-03-18,PR,103679,95328.0,8351.0,332,67.0,2089,1776.0,313.0,4,0.0,03/19/2021 02:25:43 PM,Agree,Agree
2352,2020-07-12,AS,0,,,0,0.0,0,,,0,0.0,07/13/2020 03:19:34 PM,,
2353,2020-11-08,HI,15834,,,127,0.0,220,,,1,0.0,11/09/2020 02:38:54 PM,Not agree,Not agree
2354,2020-07-11,RMI,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,07/12/2020 03:13:57 PM,Agree,Agree
2355,2021-02-06,PR,95839,88810.0,7029.0,484,26.0,1883,1590.0,293.0,11,1.0,02/07/2021 02:46:31 PM,Agree,Agree
2356,2020-03-04,PA,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Not agree
2357,2021-02-25,MA,555520,545624.0,9896.0,1928,0.0,15865,15657.0,208.0,33,0.0,02/26/2021 03:02:41 PM,Agree,Agree
2358,2021-03-22,NM,189893,,,162,0.0,3892,,,3,0.0,03/23/2021 02:05:18 PM,,Not agree
2359,2020-05-18,PA,63666,62148.0,1518.0,1432,94.0,4418,,,0,0.0,05/19/2020 03:45:23 PM,Agree,Not agree
2360,2021-03-09,OH,981618,838235.0,143383.0,1893,874.0,17825,17825.0,0.0,169,0.0,03/10/2021 02:58:31 PM,Agree,Agree
2361,2021-02-28,NM,185132,,,244,0.0,3716,,,16,0.0,03/01/2021 03:21:38 PM,,Not agree
2362,2020-06-13,AR,12095,,,548,0.0,177,,,1,0.0,06/14/2020 02:19:43 PM,Not agree,Not agree
2363,2020-07-14,AK,1579,,,40,0.0,17,,,0,0.0,07/15/2020 03:05:12 PM,,
2364,2021-04-22,SD,121651,,,134,34.0,1956,1592.0,364.0,2,0.0,04/23/2021 01:57:50 PM,,Agree
2365,2020-11-10,CO,138427,130668.0,7759.0,3890,59.0,2427,2024.0,403.0,19,2.0,11/11/2020 03:15:25 PM,Agree,Agree
2366,2020-10-08,AR,90145,,,1265,199.0,1507,,,22,0.0,10/09/2020 01:43:36 PM,Not agree,Not agree
2367,2020-05-19,PW,0,,,0,0.0,0,,,0,0.0,05/20/2020 03:28:26 PM,,
2368,2020-12-26,MA,345627,335731.0,9896.0,7424,0.0,11960,11752.0,208.0,46,0.0,12/27/2020 02:44:47 PM,Agree,Agree
2369,2020-10-25,AS,0,,,0,0.0,0,,,0,0.0,10/26/2020 01:41:41 PM,,
2370,2020-04-25,FL,29996,,,289,0.0,1055,,,9,0.0,05/25/2020 03:38:40 PM,Not agree,Not agree
2371,2020-04-21,GA,19028,19019.0,9.0,612,0.0,821,821.0,0.0,39,0.0,04/21/2020 12:22:39 PM,Agree,Agree
2372,2020-07-05,KS,15919,15538.0,381.0,0,0.0,277,,,0,0.0,07/06/2020 03:16:12 PM,Agree,
2373,2020-07-16,GA,132869,129411.0,3458.0,3676,268.0,3104,3104.0,0.0,13,0.0,07/17/2020 10:31:01 AM,Agree,Agree
2374,2020-02-27,OH,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
2375,2021-02-26,AS,4,,,0,0.0,0,,,0,0.0,02/27/2021 02:51:23 PM,,
2376,2020-03-23,WV,20,,,4,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Not agree
2377,2020-07-09,OH,61331,57506.0,3825.0,1150,28.0,3006,2749.0,257.0,15,3.0,07/10/2020 03:35:06 PM,Agree,Agree
2378,2020-12-27,FL,1250275,,,7157,4040.0,21212,,,77,11.0,12/28/2020 02:42:49 PM,Not agree,Not agree
2379,2020-06-01,NYC,200830,200830.0,0.0,-4725,-4725.0,21607,16882.0,4725.0,0,0.0,06/02/2020 02:16:17 PM,Agree,Agree
2380,2020-03-18,OK,567,,,82,0.0,0,0.0,0.0,0,0.0,03/19/2020 12:00:00 AM,Not agree,Agree
2381,2020-07-31,AK,2990,,,112,0.0,23,,,0,0.0,08/01/2020 02:38:12 PM,,
2382,2020-07-29,PA,111078,107958.0,3120.0,860,40.0,7176,,,14,1.0,07/30/2020 02:42:43 PM,Agree,Not agree
2383,2020-04-25,IA,5092,,,647,0.0,112,,,5,0.0,05/25/2020 03:38:40 PM,Not agree,Not agree
2384,2021-03-05,RMI,4,4.0,0.0,0,0.0,0,0.0,0.0,0,0.0,03/06/2021 03:08:48 PM,Agree,Agree
2385,2020-05-05,NY,144318,,,1016,0.0,5907,,,99,0.0,05/06/2020 04:23:08 PM,Not agree,Not agree
2386,2021-01-31,TX,2360632,,,11490,1282.0,40951,,,257,0.0,02/01/2021 12:00:00 AM,Not agree,Not agree
2387,2020-08-18,AR,53487,,,410,0.0,619,,,16,0.0,08/19/2020 02:23:51 PM,Not agree,Not agree
2388,2020-08-24,SD,11425,,,149,0.0,161,159.0,2.0,0,0.0,08/25/2020 02:02:54 PM,,Agree
2389,2020-05-18,FL,46442,,,854,0.0,1997,,,24,0.0,05/19/2020 03:45:23 PM,Not agree,Not agree
2390,2020-03-11,AK,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,,
2391,2020-06-09,NY,171789,,,343,0.0,8391,,,29,0.0,06/10/2020 08:56:25 PM,Not agree,Not agree
2392,2020-08-28,AK,5092,,,117,0.0,37,,,0,0.0,08/29/2020 01:42:50 PM,,
2393,2020-04-08,OH,5148,,,366,,193,,,26,,04/07/2020 04:22:39 PM,Agree,Agree
2394,2020-03-27,TN,1203,,,246,,6,,,3,,03/26/2020 04:22:39 PM,Agree,Agree
2395,2020-03-13,UT,6,,,2,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
2396,2021-02-13,FL,1788827,,,7377,2257.0,28683,,,118,9.0,02/14/2021 02:51:00 PM,Not agree,Not agree
2397,2020-02-03,RMI,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
2398,2020-09-08,PR,35507,16789.0,18718.0,3,2.0,500,337.0,163.0,18,0.0,09/09/2020 01:47:50 PM,Agree,Agree
2399,2020-08-05,UT,43096,42740.0,356.0,552,2.0,328,328.0,0.0,4,0.0,08/06/2020 02:12:27 PM,Agree,Agree
2400,2020-12-10,MA,274350,264454.0,9896.0,5130,0.0,11171,10963.0,208.0,41,0.0,12/11/2020 03:06:51 PM,Agree,Agree
2401,2021-01-15,CO,371458,354390.0,17068.0,2281,199.0,5343,4659.0,684.0,27,0.0,01/16/2021 02:46:10 PM,Agree,Agree
2402,2021-02-18,RMI,4,4.0,0.0,0,0.0,0,0.0,0.0,0,0.0,02/19/2021 03:33:51 PM,Agree,Agree
2403,2020-03-18,FL,299,,,104,,8,,,1,,03/26/2020 04:22:39 PM,Not agree,Not agree
2404,2020-04-15,RMI,0,,,0,,0,,,0,,04/15/2020 04:22:39 PM,Agree,Agree
2405,2020-01-30,OH,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
